HUNDENAME,GEBURTSJAHR_HUND,GESCHLECHT_HUND
"Lilly",2009,"w"
"Lilly",2006,"w"
"Lilly",2008,"w"
"Lilly",2009,"w"
"Lilly",2013,"w"
"Lilly",2011,"w"
"Lilly",2009,"w"
"Lilly",2013,"w"
"Lilly (Hilaria v. Margelchopf)",2009,"w"
"Lilly Fee",2010,"w"
"Lilly-Fee",2013,"w"
"Lilo",2014,"w"
"Lilo",2015,"w"
"Lilou",2012,"w"
"Lilou",2014,"w"
"Lilou",2014,"w"
"Lilou (A'Fiorenzula)",2007,"w"
"Lilu",2016,"w"
"Lilu",2013,"w"
"Lily",2010,"w"
"Lily",2012,"w"
"Lily",2017,"w"
"Lily",2011,"w"
"Lily",2008,"w"
"Lily",2013,"w"
"Lily",2012,"w"
"Lily",2008,"w"
"Lily",2005,"w"
"Lily (Dona)",2016,"w"
"Lily Rose of Minto",2014,"w"
"Lily Van Freudenberg",2014,"w"
"Lima",2009,"w"
"Limcastle's Quiro",2012,"m"
"Lime Jus",2010,"w"
"Limon",2017,"m"
"Lina",2006,"w"
"Lina",2011,"w"
"Lina",2007,"w"
"Lina",2008,"w"
"Lina",2012,"w"
"Linda",2013,"w"
"Linda",2017,"w"
"Linda",2012,"w"
"Linda",2012,"w"
"Linda",2010,"w"
"Linda",2010,"w"
"Linda",2004,"w"
"Linda",2005,"w"
"Linda",2004,"w"
"Linda",2006,"w"
"Linda",2015,"w"
"Linda",2009,"w"
"Linda / Pitschuli",2013,"w"
"Lindo",2010,"m"
"Lindus Junior",2011,"m"
"Line",2007,"w"
"Link",2018,"m"
"Lino",2017,"m"
"Lino",2015,"m"
"Lino",2014,"m"
"Lino",2015,"m"
"Lino",2017,"m"
"Lino",2012,"m"
"Lino (Sabio de Mahalanme)",2012,"m"
"Lino (Spike)",2014,"m"
"Linos",2017,"m"
"Linus",2016,"m"
"Linus",2004,"m"
"Linus",2007,"m"
"Linus",2015,"m"
"Linus",2014,"m"
"Lio",2006,"m"
"Lio",2018,"m"
"Lio",2010,"m"
"Lio",2014,"m"
"Lio",2015,"m"
"Lio",2015,"m"
"Lio (Mafia)",2011,"m"
"Lion",2010,"m"
"Lion",2013,"m"
"Lion",2008,"m"
"Lion-Cabbar",2010,"m"
"Lionel",2012,"m"
"Lira",2009,"w"
"Liro",2012,"m"
"Lisa",2012,"w"
"Lisa",2005,"w"
"Lisa",2008,"w"
"Lisa",2011,"w"
"Lisa",2015,"w"
"Lisa",2004,"w"
"Lisa Lili",2014,"w"
"Lisi",2008,"w"
"Lissy",2008,"w"
"Lissy",2017,"w"
"Lissy",2005,"w"
"Little Bullys of Khordad Ace",2015,"m"
"Little Cow",2017,"w"
"Little Lexi Quinta ",2015,"w"
"Little Rafferty",2013,"m"
"Little ones Blu",2018,"m"
"Litzi",2005,"w"
"Liv",2011,"w"
"Liv (Lia)",2015,"w"
"Liva",2013,"w"
"Livi",2013,"w"
"Lizi",2014,"w"
"Lizzy",2008,"w"
"Loba",2016,"w"
"Loba",2017,"w"
"Lobos",2015,"m"
"Loca",2014,"w"
"Locco",2006,"m"
"Locita",2013,"w"
"Locks",2012,"m"
"Logan",2014,"m"
"Logan",2016,"m"
"Loka",2011,"w"
"Loki",2014,"m"
"Loki",2017,"m"
"Loki",2018,"m"
"Loki",2005,"w"
"Lola",2010,"w"
"Lola",2012,"w"
"Lola",2012,"w"
"Lola",2012,"w"
"Lola",2012,"w"
"Lola",2015,"w"
"Lola",2015,"w"
"Lola",2015,"w"
"Lola",2016,"w"
"Lola",2015,"w"
"Lola",2012,"w"
"Lola",2012,"w"
"Lola",2013,"w"
"Lola",2014,"w"
"Lola",2017,"w"
"Lola",2013,"w"
"Lola",2015,"w"
"Lola",2014,"w"
"Lola",2018,"w"
"Lola",2012,"w"
"Lola",2010,"w"
"Lola",2010,"w"
"Lola",2004,"w"
"Lola",2012,"w"
"Lola",2004,"w"
"Lola",2004,"w"
"Lola",2012,"w"
"Lola (Beluna-Tatina)",2008,"w"
"Lola (Lila)",2015,"w"
"Lola (Locca)",2016,"w"
"Lola Stella",2016,"w"
"Lolilla",2012,"w"
"Lolita",2012,"w"
"Lolli",2007,"w"
"Lolli (Geraldine)",2008,"w"
"Lolo (Rando von Britho)",2018,"m"
"Loma",2015,"w"
"Lona",2011,"w"
"London",2011,"w"
"Loona",2009,"w"
"Looper of Bloodline",2018,"m"
"Lord",2010,"m"
"Lord Deyv",2018,"m"
"Lord Nelson",2010,"m"
"Loren",2012,"w"
"Lori",2017,"w"
"Lori Tashi",2018,"w"
"Lorin",2015,"m"
"Loriot (But's C.R. Romeo)",2004,"m"
"Loris",2012,"m"
"Lorna",2013,"w"
"Lory",2012,"w"
"Lotta",2010,"w"
"Lotta",2009,"w"
"Lotta",2005,"w"
"Lotta",2010,"w"
"Lotta",2014,"w"
"Lotta (Clara)",2016,"w"
"Lotta Bua",2015,"w"
"Lotta v. Kobernaussernwald",2017,"w"
"Lotte",2008,"w"
"Lotte Bella",2014,"w"
"Lotte vom Muslibach",2012,"w"
"Lotti",2007,"w"
"Lotti",2008,"w"
"Lotti",2007,"w"
"Lotti",2004,"w"
"Lotti (Amélie)",2011,"w"
"Lotti (Duffy)",2016,"w"
"Lotto",2006,"w"
"Lotto",2017,"m"
"Lotus Nero",2014,"m"
"Lou",2014,"w"
"Lou",2012,"w"
"Lou",2013,"m"
"Lou",2016,"w"
"Lou",2016,"m"
"Lou",2015,"m"
"Lou",2015,"w"
"Lou",2014,"w"
"Lou (Peggy v. Gspan)",2016,"w"
"Lou lou",2010,"w"
"LouLou",2014,"w"
"Louffy",2017,"w"
"Louie",2015,"m"
"Louis",2016,"m"
"Louis",2012,"m"
"Louis",2006,"m"
"Louis",2013,"m"
"Louis",2010,"m"
"Louis",2006,"m"
"Louis",2011,"m"
"Louis",2016,"m"
"Louis",2015,"m"
"Louis",2017,"m"
"Louis",2015,"m"
"Louis",2010,"m"
"Louis",2013,"m"
"Louis",2007,"m"
"Louis (Dino)",2015,"m"
"Louis (Kip-Lui)",2009,"m"
"Louis (Simply the best...)",2018,"m"
"Louis Vuitton",2014,"m"
"Loulou",2018,"w"
"Lousiayasri",2013,"w"
"Louve(Topwater Choice of Love)",2012,"w"
"Lover du Lilas Pourpre",2017,"m"
"Lu",2009,"w"
"Lua",2009,"w"
"Lua",2018,"w"
"Luana",2014,"w"
"Luba",2008,"w"
"Lubasa",2015,"w"
"Lubaya (Ndoto Yangu Adia)",2011,"w"
"Lubtscho",2004,"m"
"Luby Lobinho",2007,"m"
"Luca",2004,"w"
"Lucas",2016,"m"
"Lucia",2006,"w"
"Lucie",2009,"w"
"Lucifer",2018,"m"
"Lucky",2016,"m"
"Lucky",2008,"m"
"Lucky",2008,"m"
"Lucky",2008,"w"
"Lucky",2002,"m"
"Lucky",2005,"m"
"Lucky",2005,"m"
"Lucky",2007,"m"
"Lucky",2014,"m"
"Lucky",2010,"m"
"Lucky",2010,"m"
"Lucky",2012,"m"
"Lucky",2009,"m"
"Lucky",2010,"m"
"Lucky",2016,"m"
"Lucky",2013,"m"
"Lucky",2008,"m"
"Lucky",2010,"m"
"Lucky",2016,"m"
"Lucky",2018,"m"
"Lucky",2018,"m"
"Lucky",2017,"m"
"Lucky",2016,"w"
"Lucky",2017,"m"
"Lucky",2013,"m"
"Lucky",2017,"m"
"Lucky",2018,"w"
"Lucky",2013,"m"
"Lucky",2018,"m"
"Lucky",2017,"m"
"Lucky",2012,"m"
"Lucky",2006,"m"
"Lucky",2016,"m"
"Lucky (Quentchen)",2015,"m"
"Lucky (Zino vom Wandergut)",2018,"m"
"Lucky Luciano (Anuk)",2017,"m"
"Lucky Star",2012,"m"
"Lucy",2008,"w"
"Lucy",2013,"w"
"Lucy",2012,"w"
"Lucy",2013,"w"
"Lucy",2013,"w"
"Lucy",2012,"w"
"Lucy",2016,"w"
"Lucy",2004,"w"
"Lucy",2015,"w"
"Lucy",2016,"w"
"Lucy",2004,"w"
"Lucy",2005,"w"
"Lucy",2013,"w"
"Lucy",2015,"w"
"Lucy",2006,"w"
"Lucy",2009,"w"
"Lucy",2013,"w"
"Lucy",2014,"w"
"Lucy",2015,"w"
"Lucy (Dira)",2013,"w"
"Lucy (Lila)",2016,"w"
"Lucy Lou (Angi)",2013,"w"
"Lucy vom Dorfblick",2016,"w"
"Ludwig",2005,"m"
"Ludwig",2009,"m"
"Ludwig de Soleure",2011,"m"
"Ludy",2014,"m"
"Luffy",2014,"m"
"Lui (Alois)",2017,"m"
"Luigi",2004,"m"
"Luis",2010,"m"
"Luis",2010,"m"
"Luisa",2016,"w"
"Luise (Lerry)",2011,"w"
"Luk",2017,"m"
"Lukas",2016,"m"
"Luke",2013,"m"
"Luke",2016,"m"
"Luke",2015,"m"
"Luki",2008,"m"
"Lukie",2015,"m"
"Lula",2014,"m"
"Lula",2010,"w"
"Lula-Mathilde",2009,"w"
"Lullaby",2016,"w"
"Lulu",2009,"m"
"Lulu",2013,"w"
"Lulu",2017,"m"
"Lulu",2017,"w"
"Lulu",2016,"w"
"Lulu",2012,"w"
"Lulu",2006,"w"
"Lulu",2009,"w"
"Lulu",2007,"w"
"Lulu",2007,"w"
"Lulu",2018,"w"
"Lulu",2011,"w"
"Lulu",2016,"w"
"Lulu (Babuschka-Lulu)",2016,"w"
"Lulu (Juma)",2009,"w"
"Lulu (White Paw)",2008,"w"
"Lulu (ehemals Schweppes)",2011,"w"
"Lulu-Blue",2017,"w"
"Lumen",2012,"w"
"Lumi",2018,"m"
"Lumi",2010,"w"
"Lumi",2017,"m"
"Lumi (Iso Lumipoika) ",2017,"m"
"Lumos",2014,"m"
"Lumpatz",2007,"w"
"Lumpi",2001,"m"
"Luna",2016,"w"
"Luna",2016,"w"
"Luna",2016,"w"
"Luna",2013,"w"
"Luna",2016,"w"
"Luna",2015,"w"
"Luna",2016,"w"
"Luna",2015,"w"
"Luna",2015,"w"
"Luna",2008,"w"
"Luna",2006,"w"
"Luna",2016,"w"
"Luna",2011,"w"
"Luna",2011,"w"
"Luna",2010,"w"
"Luna",2013,"w"
"Luna",2015,"w"
"Luna",2015,"w"
"Luna",2013,"w"
"Luna",2018,"w"
"Luna",2018,"w"
"Luna",2018,"w"
"Luna",2017,"w"
"Luna",2017,"w"
"Luna",2018,"w"
"Luna",2012,"w"
"Luna",2017,"w"
"Luna",2018,"w"
"Luna",2013,"w"
"Luna",2015,"w"
"Luna",2015,"w"
"Luna",2016,"w"
"Luna",2012,"w"
"Luna",2017,"w"
"Luna",2011,"w"
"Luna",2007,"w"
"Luna",2007,"w"
"Luna",2008,"w"
"Luna",2004,"w"
"Luna",2008,"w"
"Luna",2007,"w"
"Luna",2007,"w"
"Luna",2009,"w"
"Luna",2003,"w"
"Luna",2003,"w"
"Luna",2004,"w"
"Luna",2005,"w"
"Luna",2005,"w"
"Luna",2006,"w"
"Luna",2006,"w"
"Luna",2006,"w"
"Luna",2003,"w"
"Luna",2006,"w"
"Luna",2007,"w"
"Luna",2006,"w"
"Luna",2006,"w"
"Luna",2006,"w"
"Luna",2007,"w"
"Luna",2015,"w"
"Luna",2014,"w"
"Luna",2004,"w"
"Luna",2011,"w"
"Luna",2014,"w"
"Luna",2011,"w"
"Luna",2013,"w"
"Luna",2011,"w"
"Luna",2009,"w"
"Luna",2008,"w"
"Luna",2009,"w"
"Luna",2013,"w"
"Luna",2005,"w"
"Luna",2013,"w"
"Luna",2013,"w"
"Luna",2013,"w"
"Luna",2009,"w"
"Luna",2013,"w"
"Luna",2014,"w"
"Luna",2012,"w"
"Luna",2012,"w"
"Luna",2012,"w"
"Luna",2003,"w"
"Luna",2007,"w"
"Luna",2010,"w"
"Luna",2010,"w"
"Luna",2010,"w"
"Luna",2015,"w"
"Luna",2012,"w"
"Luna",2014,"w"
"Luna  Pihlik",2007,"w"
"Luna (Adda Zentralschweiz)",2018,"w"
"Luna (Babetta)",2008,"w"
"Luna (Clarissa)",2006,"w"
"Luna (Indian Spirit)",2018,"w"
"Luna (Josefine)",2014,"w"
"Luna (Mona-Lisa)",2016,"w"
"Luna (Rita)",2015,"w"
"Luna (You are my Sunshine)",2017,"w"
"Luna Kiara",2010,"w"
"Luna Marley",2010,"w"
"Luna Nina (Maedi)",2015,"w"
"Luna Pizzica",2008,"w"
"Lunes",2004,"m"
"Lunetta",2016,"w"
"Luni (Bella)",2016,"w"
"Luno",2015,"m"
"Lupa",2015,"w"
"Lupa",2009,"w"
"Lupa",2014,"w"
"Lupita",2009,"w"
"Lupiter",2013,"m"
"Lupka",2015,"w"
"Lupo",2013,"m"
"Lupo",2016,"m"
"Lupo",2011,"m"
"Lupo",2015,"m"
"Lupo",2003,"m"
"Lupo",2009,"m"
"Lupo",2017,"m"
"Luppi",2008,"m"
"Lupus",2006,"m"
"Lusi",2013,"w"
"Lussy",2011,"w"
"Lussy",2004,"w"
"Lussy",2010,"w"
"Lusy",2010,"w"
"Luxia",2018,"w"
"Luz (Mirlo)",2014,"m"
"Lya",2010,"w"
"Lynn",2014,"w"
"Lyno",2017,"m"
"Lynx",2005,"m"
"Lyo (Little Lyo)",2011,"m"
"Lénor",2017,"m"
"Lümmel (Sophie)",2015,"w"
"M for Mississippi",2009,"w"
"Mabuli",2005,"m"
"Maca",2012,"w"
"Macchia",2008,"m"
"Maccho",2013,"m"
"Maccia",2014,"w"
"Macho",2011,"m"
"Macqua",2006,"m"
"Macy",2017,"w"
"Mad-Max from the Cute Gobblis ",2016,"m"
"Maddison vom Piumerland",2015,"m"
"Maddox",2005,"m"
"Maddox",2012,"m"
"Maddox vom Sonnenbühl",2016,"m"
"Madiba",2015,"w"
"Madox",2015,"m"
"Madox",2017,"m"
"Madurra",2012,"w"
"Maebelle",2013,"w"
"Maelis",2014,"w"
"Mafalda",2011,"w"
"Mag",2003,"m"
"Magali",2014,"w"
"Magaly",2011,"w"
"Maggi",2008,"w"
"Maggie",2005,"w"
"Maggie-Zoey",2015,"w"
"Magnolia",2009,"w"
"Magnolia Gardens Simply the b.",2017,"m"
"Magnus",2018,"m"
"Mahali",2009,"w"
"Mahou (Kafka von Ayala)",2018,"m"
"Maia",2011,"w"
"Maika",2012,"w"
"Mailo",2016,"m"
"Mailo",2010,"m"
"Mailo",2014,"m"
"Maira genannt Thais",2004,"w"
"Maira vom Schloss Wyher",2011,"w"
"Maisie",2006,"w"
"Maisie (Dollarprinzessin)",2008,"w"
"Maite",2012,"w"
"Maitee",2004,"w"
"Maja",2006,"w"
"Maja",2009,"w"
"Mala",2011,"w"
"Mala",2015,"w"
"Mala",2018,"w"
"Mala von der Brausmatt",2014,"w"
"Malakiki",2014,"w"
"Mali",2009,"m"
"Mali",2014,"w"
"Mali",2018,"w"
"Mali von den Glücksbringer",2018,"m"
"Malibu",2014,"m"
"Malik",2015,"m"
"Malik",2015,"m"
"Malisa",2016,"m"
"Maloney",2009,"m"
"Malu",2017,"w"
"Malulka",2006,"w"
"Mamba",2006,"w"
"Mamba",2014,"m"
"Mambo",2011,"m"
"Mambo / Toto",2018,"m"
"Mamy",2012,"w"
"Man-Dara",2013,"w"
"Manau",2017,"w"
"Mandy",2012,"w"
"Mangana",2009,"w"
"Mango",2011,"w"
"Mango",2015,"m"
"Mango",2016,"m"
"Manola",2008,"w"
"Manu",2014,"m"
"Mar",2015,"w"
"Mara",2016,"w"
"Mara",2007,"w"
"Mara",2008,"w"
"Mara",2016,"w"
"Mara (Alice)",2007,"w"
"Marama",2007,"w"
"Marcel",2011,"m"
"Marcel",2018,"m"
"Marci",2014,"m"
"Marcy",2012,"w"
"Marek",2011,"m"
"Margie (My little Margie)",2014,"w"
"Margot",2015,"w"
"Margot",2012,"w"
"Marie",2016,"w"
"Marimba",2004,"w"
"Marko (Gigolo)",2008,"m"
"Marla",2013,"w"
"Marlay",2017,"m"
"Marley",2013,"m"
"Marley",2013,"m"
"Marley",2017,"m"
"Marley",2018,"m"
"Marley",2013,"m"
"Marley",2018,"w"
"Marley (Urmel vom Käpflesberg)",2012,"m"
"Marlow",2014,"m"
"Maro",2010,"m"
"Maroan",2015,"m"
"Marple",2012,"m"
"Marra (Zeta v. Grimmenstein)",2010,"w"
"Marroni",2007,"m"
"Mars",2018,"m"
"Marta",2018,"w"
"Marta Del Monte Della Dea",2016,"w"
"Martin",2008,"m"
"Martin Mc Fly",2015,"m"
"Martita",2006,"w"
"Maru (Happy go Lucky)",2015,"w"
"Mary",2018,"w"
"Mary",2007,"w"
"Mary",2016,"w"
"Mary Poppins (Poppy)",2009,"w"
"Masa",2013,"w"
"Masa",2012,"w"
"Mascha",2017,"w"
"Mascha",2017,"w"
"Mascha",2009,"w"
"Mascha (Elena)",2017,"w"
"Mashaba's Bagira",2016,"w"
"Maspik",2014,"w"
"Massimo (Massimiliano)",2018,"m"
"Master Timmy",2018,"m"
"Mateo",2015,"m"
"Mathilda",2008,"w"
"Mathilda",2009,"w"
"Mathilda",2017,"w"
"Matilda",2013,"w"
"Matteo",2009,"m"
"Matthias (Venado)",2006,"m"
"Maui",2018,"m"
"Maui",2012,"w"
"Maurice",2010,"m"
"Maverick Beau",2016,"m"
"Mavra",2010,"w"
"Max",2018,"m"
"Max",2013,"m"
"Max",2018,"m"
"Max",2010,"m"
"Max",2017,"m"
"Max",2007,"m"
"Max",2008,"m"
"Max",2015,"m"
"Max",2013,"m"
"Max",2013,"m"
"Max",2010,"m"
"Max",2010,"m"
"Max",2011,"m"
"Max",2011,"m"
"Max",2010,"m"
"Max",2012,"m"
"Max",2007,"m"
"Max",2004,"m"
"Max",2007,"m"
"Max",2008,"m"
"Max",2007,"m"
"Max (Bandit Eiger Marmots)",2015,"m"
"Max (Finch Hatton Closeau)",2010,"m"
"Max (Hypo)",2016,"m"
"Max (Igor)",2006,"m"
"Max-Louis",2013,"m"
"Maxi",2015,"w"
"Maxi",2004,"w"
"Maxie",2009,"w"
"Maxime",2007,"m"
"Maximilian Jensen",2015,"m"
"Maximiliano",2011,"m"
"Maximus",2011,"m"
"Maxine",2011,"w"
"Maxli",2005,"m"
"Maxy Magic",2012,"m"
"May",2015,"w"
"May",2009,"w"
"May",2014,"w"
"Maya",2014,"w"
"Maya",2015,"w"
"Maya",2015,"w"
"Maya",2013,"w"
"Maya",2016,"w"
"Maya",2013,"w"
"Maya",2015,"w"
"Maya",2013,"w"
"Maya",2014,"w"
"Maya",2008,"w"
"Maya",2007,"w"
"Maya",2011,"w"
"Maya (Mononoke)",2017,"w"
"Maya (Nobody)",2018,"w"
"Maya Taya",2016,"w"
"Maya au pinceau",2016,"w"
"Mayla",2014,"w"
"Maylo",2017,"m"
"Maylo",2007,"m"
"Mazel",2009,"w"
"Mc Gee",2012,"m"
"Mea",2013,"w"
"Medan",2007,"m"
"Medea (Coco)",2017,"w"
"Medo",2012,"m"
"Medo",2012,"m"
"Medo",2017,"m"
"Medo",2007,"m"
"Medo (Pjer Pomstaf)",2016,"m"
"Meeko",2013,"m"
"Megghy",2016,"w"
"Meggi",2015,"w"
"Mei Mei",2011,"w"
"Meila",2018,"w"
"Meilo",2011,"m"
"Meita",2014,"w"
"Meite",2012,"w"
"Mel",2015,"w"
"Mel",2011,"w"
"Mel (Firlefranz)",2015,"m"
"Mel Gomes",2016,"w"
"Mel de Andrade",2010,"w"
"Mela",2018,"w"
"Mela",2016,"w"
"Melba",2016,"w"
"Melezza River's Zahira",2017,"w"
"Melis",2013,"m"
"Melli",2014,"w"
"Melo",2015,"m"
"Melo",2014,"m"
"Melody",2015,"w"
"Melody",2015,"w"
"Melody of my heart",2014,"w"
"Memphis",2011,"m"
"Mephisto",2014,"m"
"Mercury rising",2017,"m"
"Merino",2017,"m"
"Merkur",2007,"m"
"Merle Golden v. Schlossguet",2009,"w"
"Merlin",2008,"m"
"Merlin",2017,"m"
"Merlin",2016,"m"
"Merlin",2008,"m"
"Merlin",2014,"m"
"Merlin",2016,"m"
"Merlin",2012,"m"
"Merlin",2008,"m"
"Merlin",2010,"m"
"Merlin",2012,"m"
"Merlin",2012,"m"
"Merlin",2013,"m"
"Merlin",2004,"m"
"Merlin",2007,"m"
"Merlin",2006,"m"
"Merlin",2008,"m"
"Merlino",2013,"m"
"Merlo",2014,"m"
"Merlot",2015,"m"
"Merlot",2017,"m"
"Merlow (Eva)",2015,"w"
"Merly (Rocky)",2011,"m"
"Merlyn",2009,"m"
"Merquen",2011,"m"
"Meti",2012,"w"
"Mex",2006,"m"
"Mex",2006,"m"
"Mex",2014,"m"
"Mex von Herrenwis",2013,"m"
"MiYu",2012,"w"
"Mia",2008,"w"
"Mia",2009,"w"
"Mia",2010,"w"
"Mia",2017,"w"
"Mia",2017,"w"
"Mia",2017,"w"
"Mia",2013,"w"
"Mia",2018,"w"
"Mia",2018,"w"
"Mia",2018,"w"
"Mia",2009,"w"
"Mia",2007,"w"
"Mia",2018,"w"
"Mia",2008,"w"
"Mia",2015,"w"
"Mia",2015,"w"
"Mia",2008,"w"
"Mia",2012,"w"
"Mia",2011,"w"
"Mia",2011,"w"
"Mia",2015,"w"
"Mia",2014,"w"
"Mia",2014,"w"
"Mia",2014,"w"
"Mia",2014,"w"
"Mia",2012,"w"
"Mia",2012,"w"
"Mia",2008,"w"
"Mia (Chica)",2018,"w"
"Mia Boston",2016,"w"
"Mia-Minouche",2017,"w"
"Mica",2009,"w"
"Mica",2012,"w"
"Mica",2014,"w"
"Michelle",2007,"w"
"Michigammee",2011,"w"
"Mici",2013,"w"
"Mickey",2010,"m"
"Mickey",2006,"m"
"Mickey",2017,"m"
"Mickey",2012,"m"
"Mickey",2014,"m"
"Micky",2013,"m"
"Micky",2012,"m"
"Micky",2011,"w"
"Micky",2005,"m"
"Micky",2008,"m"
"Micra",2013,"w"
"Miel",2012,"w"
"Migi",2010,"m"
"Miguita",2006,"w"
"Miigo",2010,"w"
"Mija",2018,"w"
"Mika",2007,"w"
"Mikah",2018,"w"
"Mike",2017,"m"
"Mike",2006,"m"
"Miki",2005,"m"
"Miki",2007,"m"
"Miki (Dzembi Tenshi)",2018,"w"
"Mikie",2016,"m"
"Mikis",2008,"m"
"Mikky",2004,"m"
"Mikolaijewitsch",2002,"m"
"Miku",2017,"m"
"Miky",2012,"m"
"Mila",2017,"w"
"Mila",2018,"w"
"Mila",2005,"w"
"Mila",2013,"w"
"Mila",2012,"w"
"Mila",2010,"w"
"Mila",2014,"w"
"Mila",2016,"w"
"Mila",2012,"w"
"Mila ",2017,"w"
"Mila (Ka-Ya-Bag Hi-lin Shari)",2012,"w"
"Mila (Milargo)",2007,"w"
"Mila (Tedina)",2015,"w"
"Milan Fox",2017,"m"
"Miles",2012,"m"
"Miles",2017,"m"
"Miles",2012,"m"
"Miles",2017,"w"
"Miles (Xerex)",2018,"m"
"Mili",2015,"w"
"Mili",2013,"w"
"Milka",2004,"w"
"Milka",2011,"w"
"Milky",2010,"w"
"Milla",2016,"w"
"Millie",2008,"w"
"Millie",1974,"w"
"Millie",2011,"w"
"Millie",2008,"w"
"Millie",2013,"w"
"Millo",2018,"m"
"Millriver's Aphaia Anais",2016,"w"
"Millriver's Artemis",2016,"w"
"Milly",2016,"w"
"Milo",2016,"m"
"Milo",2018,"m"
"Milo",2018,"m"
"Milo",2015,"m"
"Milo",2017,"m"
"Milo",2016,"m"
"Milo",2018,"m"
"Milo",2007,"m"
"Milo",2014,"m"
"Milo",2006,"m"
"Milo",2008,"m"
"Milo",2013,"m"
"Milo",2014,"m"
"Milo",2014,"m"
"Milo",2011,"m"
"Milo",2014,"m"
"Milo",2013,"m"
"Milo",2016,"m"
"Milo",2008,"m"
"Milo",2002,"m"
"Milo",2010,"m"
"Milo (Gustav)",2015,"m"
"Milo (Romeo)",2016,"m"
"Milo (Tom)",2005,"m"
"Milos",2015,"m"
"Milou",2016,"m"
"Milou",2009,"w"
"Milou",2010,"w"
"Milou",2008,"m"
"Milou (Angel)",2012,"m"
"Milow",2012,"m"
"Milow",2011,"m"
"Milow (Pogo)",2015,"m"
"Milpa",2014,"w"
"Milva",2005,"w"
"Milvi del tesoro d'oro",2014,"w"
"Mima",2009,"w"
"Mima",2011,"w"
"Mimi",2010,"w"
"Mimi",2017,"w"
"Mimi",2014,"w"
"Mimi",2015,"w"
"Mimi",2017,"w"
"Mimi",2013,"w"
"Mimi",2009,"w"
"Mimi",2006,"w"
"Mimi",2007,"w"
"Mimi",2015,"w"
"Mimi",2012,"w"
"Mimica",2011,"w"
"Mimo",2010,"m"
"Mina",2016,"w"
"Mina",2016,"w"
"Mina (Sina)",2010,"w"
"Minca (Leila)",2015,"w"
"Mindy",2007,"w"
"Mineo",2011,"m"
"Mingo",2016,"m"
"Mini",2004,"m"
"Mini",2009,"w"
"Mini",2017,"w"
"Mini (Rhonda)",2005,"w"
"Mini K",2014,"w"
"Mini may",2010,"m"
"Minie",2009,"w"
"Minnie",2009,"w"
"Minnie",2016,"w"
"Minnie of Maryon's Home",2018,"w"
"Minny Diamund",2016,"m"
"Minou",2018,"w"
"Minu",2012,"m"
"Minu",2011,"m"
"Minu-Filu",2007,"m"
"Minusch",2010,"w"
"Minza",2017,"w"
"Mio",2016,"m"
"Mira",2014,"w"
"Mira",2016,"w"
"Mira",2012,"w"
"Mira",2009,"w"
"Mira",2005,"w"
"Mira (Faby)",2017,"w"
"Mira (Griccia)",2012,"w"
"Mira-Bella",2006,"w"
"Miranda",2011,"w"
"Miranda",1997,"w"
"Mireyna",2015,"w"
"Mirkwood Paddy",2010,"m"
"Miro",2009,"m"
"Miro",2014,"m"
"Miro",2015,"m"
"Miro",2014,"m"
"Miro",2012,"m"
"Miro",2012,"m"
"Miro",2006,"m"
"Miro",2009,"m"
"Miro",2003,"w"
"Miro",2011,"m"
"Miro",2013,"m"
"Miro (Junior Staff Chief)",2018,"m"
"Miro (Snoopy)",2007,"m"
"Mischa",2007,"w"
"Mischa",2008,"m"
"Mischa",2010,"w"
"Mischka (Benny)",2017,"m"
"Misha",2017,"m"
"Mishek",2015,"m"
"Mishka",2011,"w"
"Misi",2008,"w"
"Misia",2018,"w"
"Misky",2007,"w"
"Miso",2016,"m"
"Miss Kika",2016,"w"
"Miss Moneypenny",2012,"w"
"Miss Piggy",2015,"w"
"Miss c (Carmen)",2007,"w"
"Miss vom Chrysanthemensee",2006,"w"
"Missy",2010,"w"
"Missy",2011,"w"
"Missy (Mila)",2014,"w"
"Mister Woody Sherwood",2017,"m"
"Misto",2015,"m"
"Misza",2010,"m"
"Mitja",2014,"m"
"Miu-Miu",2010,"w"
"Mjölnir",2018,"m"
"Mo",2011,"m"
"Mo",2009,"m"
"Moby",2011,"m"
"Mocca",2010,"w"
"Mocca",2010,"m"
"Mocca",2010,"w"
"Mocca",2006,"w"
"Mocca",2015,"m"
"Mocca (Maude)",2011,"w"
"Mocca Woman Hazel",2014,"w"
"Mocha",2015,"w"
"Mochi",2016,"m"
"Mochi",2018,"w"
"Moe",2018,"m"
"Moet",2009,"m"
"Moggi",2017,"m"
"Mogli",2003,"m"
"Moglia",2010,"w"
"Mohli",2014,"m"
"Moisha",2005,"w"
"Moja",2005,"w"
"Mojo",2013,"m"
"Mokka (Brenda)",2017,"w"
"Moli",2010,"w"
"Moli",2011,"w"
"Molli",2008,"w"
"Molly",2008,"w"
"Molly",2016,"w"
"Molly",2009,"w"
"Molly",2012,"w"
"Molly",2011,"w"
"Molly",2017,"w"
"Molly",2010,"w"
"Molly",2012,"w"
"Molly",2018,"w"
"Molly (Brandy)",2016,"w"
"Molly (HETY of Blue Diamond)",2010,"w"
"Molly (Quinta Beata)",2010,"w"
"Molly (Rendja)",2012,"w"
"Moly",2010,"w"
"Momo",2015,"m"
"Momo",2013,"w"
"Momo",2010,"m"
"Momo",2010,"m"
"Momo",2009,"m"
"Momo",2014,"w"
